,home_won
358181,1
86869,0
242695,0
376217,1
194272,1
53338,0
108107,0
187722,0
25292,1
395771,0
44075,0
363621,1
29035,1
59648,1
355688,1
368398,1
379204,1
318358,0
384898,0
390065,0
251673,1
398756,0
105320,0
58028,0
96884,1
67161,1
114171,0
113827,1
124440,0
379342,0
83888,0
107693,0
155480,1
287348,1
391557,0
62659,1
300302,1
10627,1
174660,0
47333,1
55031,1
207505,1
7033,1
234668,1
215156,0
126136,1
214195,1
198914,0
29887,0
227514,1
276720,1
140176,0
252456,0
84843,1
229247,0
136253,1
234956,1
186199,1
37579,0
187897,0
3713,1
208222,0
294400,1
154405,1
89569,0
198029,0
161254,0
246824,0
80665,1
297559,1
202217,1
81499,1
243877,1
175863,1
278589,1
288173,0
313387,1
77738,1
20916,1
53924,1
275905,1
324674,1
190556,0
315593,0
316571,1
209563,1
218470,1
7110,1
115173,0
83538,0
130039,0
193002,0
85527,0
76184,0
112967,0
191281,0
271869,0
314421,1
420805,0
200768,1
181404,0
263115,0
312960,1
272237,1
217917,1
167088,0
394368,1
229415,1
344657,0
355128,1
242043,0
158305,0
15994,1
355423,0
354985,0
301843,1
399255,0
408746,0
26190,0
198691,0
361086,1
82271,1
7326,0
174376,1
215943,0
85763,0
318779,0
371078,0
44746,1
344813,1
7470,1
366164,0
46570,1
94941,0
305525,1
294244,1
339696,1
24189,1
108988,0
76648,1
366642,1
173854,1
87317,1
169006,1
282929,1
348659,1
28602,1
165784,0
5711,0
9160,0
232288,1
266262,1
112069,0
146977,1
83933,0
71940,1
335856,1
7374,1
300948,0
144205,1
225782,1
365219,0
402057,0
62017,1
199177,0
178649,0
97129,1
332385,0
118506,1
79790,1
56429,0
208013,0
137773,0
35440,1
239997,0
268547,1
30094,0
276010,1
305463,1
19531,0
240782,1
278123,0
176472,1
206042,1
282397,0
67095,0
194237,1
343520,1
415530,1
399722,0
101540,0
33280,1
276322,0
242377,1
292516,0
132711,0
16988,1
374246,1
162725,1
81439,1
23634,0
49229,1
261178,1
293129,0
133057,0
279402,0
281652,1
134400,0
276096,1
144317,1
196000,0
393675,0
106520,1
53534,0
314662,0
358170,1
139708,1
369288,0
59475,0
251429,1
59281,0
264524,1
153881,0
135763,0
262671,1
247472,0
89833,1
353883,0
65403,1
390287,1
181259,0
78370,1
269765,1
58514,1
346340,0
293053,0
54808,1
280454,1
216008,0
49269,1
196384,0
130920,0
347734,1
241073,1
387848,0
193179,0
341792,1
254788,1
302010,0
367580,1
242229,1
214780,0
248493,1
332249,0
41110,0
229068,1
57792,1
107007,1
6641,0
296095,0
182371,1
100185,1
306471,1
326159,0
198498,1
197596,1
354402,1
381841,0
386178,0
143876,0
107091,1
338815,0
402177,1
114967,1
26020,0
12087,0
393687,0
344809,1
151665,0
322578,0
371128,1
8280,1
215325,1
20369,0
31139,0
208526,1
317424,0
285264,1
107822,0
319041,0
317729,1
205098,0
78602,1
357613,1
134310,1
243665,1
177522,1
48535,1
373965,1
267780,1
162338,0
33609,0
117299,1
313496,1
48624,1
173555,0
119863,0
12019,1
336085,1
66606,0
280422,1
343248,1
172900,1
364944,1
13111,0
61042,1
99614,1
185878,0
141318,0
350574,1
346242,1
338908,1
267080,1
100074,1
405764,0
253470,0
414847,1
154276,1
318083,0
369279,0
20988,1
333576,1
129094,0
129464,1
301180,1
393672,0
285884,1
91790,1
88260,1
192225,1
212691,0
134735,1
208468,1
37451,0
15000,0
201001,1
249236,1
100033,1
279706,1
403502,1
336149,1
87392,1
398658,0
31700,0
1811,1
391055,0
299632,1
396519,1
172098,0
70982,1
99116,1
215509,1
338081,1
379831,1
116409,0
144065,1
338694,1
266775,1
38788,0
421362,1
132878,0
208297,0
203856,0
371000,0
349418,0
99180,1
40577,1
48619,1
150569,0
265004,1
699,0
164265,0
163395,0
212878,1
176682,1
130863,1
194541,1
378595,1
115806,0
58832,0
210111,0
11661,1
3314,0
142097,1
272538,1
157146,1
397325,0
296761,1
132215,1
200168,0
61234,1
390839,0
321546,1
344787,1
60086,1
401175,1
393349,1
215379,1
31268,0
9688,0
414397,0
222234,0
401203,1
364593,0
22168,1
136671,0
91313,1
183565,0
278747,0
15726,0
104633,1
225885,0
101263,0
147236,0
1749,1
145004,1
407001,0
193881,1
409350,1
373637,1
104288,1
387051,0
93667,0
194222,1
207788,1
172297,1
238586,1
43930,0
184674,0
196951,0
210320,1
238351,0
228082,1
217307,1
62535,1
16493,1
173303,1
262687,1
383824,0
101949,0
15093,0
92832,1
140155,0
354010,1
174570,0
415752,0
322830,0
265255,1
120991,0
82518,0
121276,1
277749,1
168545,1
6835,0
101092,0
154641,1
191240,0
26262,1
270112,0
79905,0
15333,0
322032,1
128041,1
354956,0
302517,0
362308,1
277112,0
13125,0
139993,1
116627,1
289376,1
23150,1
17104,1
371951,1
301041,1
16739,0
392265,0
122265,0
267619,0
292470,0
262131,1
134382,1
305421,1
345390,0
23145,1
317537,0
138054,1
165398,0
329809,0
359117,1
264043,1
412974,1
335610,1
195013,0
52024,1
234004,1
12713,1
66453,1
379754,0
61444,1
80792,0
108824,1
188787,0
218461,1
132887,0
237029,0
288168,1
411194,0
2520,0
296276,0
360450,0
304598,0
254816,1
346003,1
254539,1
22456,1
27020,1
356059,1
197962,0
210873,1
333615,1
413879,1
351772,1
37173,0
341968,1
19441,1
145056,1
402146,1
93689,0
168379,0
289683,0
73336,1
397589,0
381294,1
297312,1
372817,1
356678,1
159919,1
209990,0
184439,1
419501,0
30483,0
140603,1
305179,1
288503,0
368088,1
313072,1
219614,0
348410,0
165245,0
75092,0
101947,0
123655,0
293346,1
101173,0
346260,1
62750,1
133906,1
27769,1
4522,0
7415,1
126607,0
10446,1
224540,1
107015,1
215310,1
275760,1
118683,1
320003,1
22723,0
196199,1
6864,0
81946,0
255622,0
121911,1
194713,0
285313,1
407962,0
17030,1
417682,1
15040,0
11357,1
49810,1
102004,1
65698,0
51628,1
46158,0
4840,1
145835,0
162740,1
290541,1
251184,0
278928,0
277253,0
145485,1
327454,0
93569,1
271367,1
120794,1
330459,1
365300,0
385924,1
38218,1
279296,1
32133,1
179588,1
61685,0
319436,0
355366,0
143560,1
351486,0
175316,1
258358,1
196023,1
194214,1
37489,0
63205,0
247667,0
336420,1
250165,1
21121,0
3387,0
171134,0
196602,0
390444,0
255001,0
75400,1
363665,1
411473,0
174973,0
226773,0
316094,0
332957,1
12808,0
219479,1
328241,1
165559,0
47851,0
374837,0
100734,0
84570,1
267090,1
412368,1
240496,1
227484,1
342603,0
311064,0
130157,0
270414,1
276855,1
94404,0
259113,0
213547,1
212392,0
48838,1
266025,1
287960,1
55614,1
396579,1
325516,1
228081,1
248109,0
316824,1
40591,1
199204,0
256468,0
246852,0
336413,1
168727,1
114149,0
49309,1
231475,1
205727,1
28848,1
19139,1
337988,1
35104,0
4493,0
78268,1
240998,0
253619,0
367894,0
101958,1
132954,0
201994,1
326858,0
179681,0
52461,1
180612,1
72778,1
51002,0
148138,0
249768,1
185934,0
231758,1
364261,0
29015,1
49728,1
11819,1
232647,1
231831,1
80530,1
55728,0
383436,1
176715,1
295198,1
405789,0
153489,1
171281,1
161605,1
52007,1
274980,1
330551,1
19061,1
401968,0
318754,0
72216,0
198570,0
247516,1
175812,1
271539,0
396884,1
162443,1
414432,0
371820,1
3743,1
216713,1
4174,1
74448,0
13743,0
50901,0
125322,1
49092,0
69284,1
11863,1
327237,0
416478,1
307751,0
399059,0
303574,1
241582,0
374031,1
359449,0
201717,1
59767,0
231516,1
406503,0
222998,0
366062,1
295588,1
343063,0
222021,1
15554,1
119236,0
302351,0
352454,1
314536,1
375088,1
225795,1
175921,1
348628,1
330426,0
297462,1
200152,0
381820,0
366741,1
87490,1
383640,0
94034,0
191454,0
153126,0
242405,1
317133,0
251454,0
331661,0
20132,1
146371,1
279500,0
201080,1
87335,1
419625,1
214071,1
47828,0
45220,0
354130,1
69450,0
87201,1
84000,0
408147,1
78633,1
302773,0
267102,1
366440,1
343600,1
411501,0
47807,0
63213,0
352413,1
52423,1
60439,1
375894,1
86110,1
275608,1
76812,1
138199,0
32775,1
376646,1
69902,1
226904,0
241935,1
97050,1
378984,0
38716,1
16425,1
76178,0
364934,1
410035,0
323793,0
162220,1
147135,0
208694,0
342190,1
4325,1
245002,0
135082,1
345343,0
68458,0
27467,1
360730,0
384766,0
204825,0
272421,1
304468,0
366179,0
279904,1
160384,0
178238,0
157136,1
278389,0
35095,0
133043,0
243928,1
402338,1
333120,0
93010,1
337377,0
27662,0
85464,0
333653,1
141687,0
115861,0
243445,0
349747,0
212008,0
33711,1
318495,1
26437,0
112625,1
70904,0
231772,1
343747,1
258034,0
278086,0
36442,0
71217,1
254406,1
409539,1
177493,1
309114,1
85893,0
104372,1
380973,0
15179,1
159640,1
344437,1
318180,0
360235,0
271892,0
367391,1
352093,0
369894,0
352746,1
260532,1
321111,0
160053,0
229693,1
400109,1
3867,1
31609,1
184621,0
54010,1
123171,0
198161,1
160464,1
385303,0
112578,1
62317,1
67490,1
302432,0
387343,1
239767,1
228248,0
16607,0
108627,1
251980,0
236276,0
196145,1
337613,1
73954,1
258576,1
234981,1
131036,1
412679,1
349707,0
134117,1
208480,1
208930,1
36532,0
331312,0
138779,0
104920,0
375875,1
233850,1
360465,0
334673,1
17758,1
295064,0
41077,0
315037,1
18645,0
224416,1
46958,0
180803,1
260030,0
132914,0
322953,1
110157,0
12905,0
402806,1
19808,0
234603,1
174980,0
89266,0
264621,1
394074,0
176540,1
230569,0
348624,1
337371,0
185655,1
141715,0
151744,1
321839,1
2512,0
247372,0
321902,1
156817,1
364434,1
108895,1
386644,0
96576,0
383678,0
61101,0
244219,1
73254,0
335245,0
410915,0
299520,1
32239,1
149062,0
129450,1
278398,0
15773,0
196313,1
410383,0
118857,1
133746,0
408122,1
139886,0
192584,1
167933,0
102987,0
147048,0
394961,0
190487,0
330983,1
359374,0
282096,1
133418,1
237456,1
101652,0
396055,0
20116,1
373421,0
391693,0
38515,1
37646,1
58016,0
145759,0
94420,0
37444,0
310972,0
372870,1
27028,1
302596,1
318619,0
203895,0
346798,1
228812,0
401481,1
372536,1
105140,1
256847,1
163003,1
54618,0
48588,1
130710,0
62915,1
191758,0
75334,0
15069,0
75445,1
289476,1
343601,1
306416,1
407005,0
58930,0
411596,1
215768,1
308483,1
418839,1
166606,1
72796,1
44631,0
394811,1
101542,0
292852,0
53960,1
346986,1
86754,1
63271,1
328780,1
406231,0
166230,1
178880,1
162531,1
257150,0
93188,0
224178,0
68149,0
121480,1
129527,1
394559,1
267074,1
356406,1
383955,0
180759,1
50024,1
43455,1
271215,0
33546,0
83652,1
111166,0
47435,1
383815,0
191731,0
36287,1
12461,1
243103,0
217156,0
163926,1
172288,1
303783,1
58521,1
262674,1
148540,0
79032,1
159336,1
399747,0
326871,0
231927,0
154800,1
237503,1
380480,1
383934,0
350716,1
70579,0
338056,1
199444,1
12749,1
311091,0
337142,0
139894,0
400472,0
62539,1
84148,1
225867,1
421284,1
248249,1
304165,1
103326,0
376723,1
331337,0
32006,1
309425,1
386062,1
46989,1
307645,0
47372,1
262192,1
282097,1
187508,0
146433,1
194368,1
404991,0
146739,0
142666,0
11969,1
249647,1
128372,0
308973,0
251970,0
331282,0
319456,0
158283,0
61146,0
253054,0
176809,1
369838,0
396787,1
48182,0
84681,0
303846,0
104934,0
246753,0
359250,0
59998,0
26431,0
9993,0
247788,0
237755,0
15345,0
398271,0
119762,0
334045,1
191340,0
63397,1
307380,0
400961,1
329983,0
400402,1
264221,0
156091,1
65389,1
269456,0
90621,0
31629,1
232124,1
81468,1
221240,0
142564,0
94634,0
117300,1
143168,1
179405,0
44970,1
295668,0
80483,1
262096,1
76493,0
290936,1
314746,1
111026,1
60082,1
346077,1
360628,0
23977,1
24517,0
79954,0
271431,1
147057,0
363396,0
24323,1
97569,1
18021,1
413460,0
4698,0
205264,1
343803,1
816,1
397574,0
161279,0
253758,1
326533,1
43918,0
145627,1
85275,1
230559,0
23247,1
153803,0
147308,0
288428,1
165111,0
282429,0
295389,0
333055,0
303330,1
56825,1
129631,1
138869,0
12889,0
209492,1
54104,1
167670,1
287144,1
334111,1
45615,1
339221,1
274326,0
402354,1
200130,0
169674,1
126991,1
328969,1
261499,0
338632,1
141642,0
340225,0
261653,1
270785,0
181411,0
400495,0
251893,0
222358,1
73046,0
373288,0
41846,1
315475,0
51,1
120493,1
366159,0
407975,1
344305,1
399842,0
303529,1
203454,1
141028,0
13931,1
157494,0
387335,1
70179,1
358506,1
49792,1
247392,0
204708,0
68198,0
233287,0
108210,1
5910,0
336267,0
360724,0
305079,1
353477,1
388165,0
278097,0
24354,1
30689,0
402093,1
411967,1
55221,0
179001,1
307644,0
342112,1
264753,0
314272,1
358438,1
73734,1
89489,0
338016,1
352786,0
253075,0
227704,0
382642,0
358828,0
167714,1
338880,0
373136,0
416114,1
357790,0
112908,1
40941,0
342246,1
93774,0
418769,0
192188,0
120752,1
276854,1
421378,1
421688,1
399703,0
141314,0
299931,1
415757,0
350991,0
130574,0
201711,1
211106,1
387048,0
318456,1
142189,1
354227,1
418273,0
181756,0
209370,1
180700,1
208316,0
195914,0
91763,1
297663,1
16998,1
335936,0
269753,1
224215,0
374380,1
345071,1
129883,1
41568,1
244028,0
158410,0
19304,1
292718,1
371544,1
11739,1
363862,0
99355,1
67601,0
146245,0
328901,1
385213,0
199272,0
138117,0
235045,0
359387,0
335078,1
217016,1
257275,0
195387,1
257113,1
236960,1
399548,0
342237,1
295265,1
245657,1
213009,1
174532,0
320889,0
259783,1
340892,0
286402,1
143809,0
74796,1
730,0
245298,1
63453,1
67017,0
401645,1
181938,0
253136,0
204228,0
150776,1
70973,1
15039,0
403744,0
17314,1
368308,0
63618,0
200538,1
135927,0
122821,1
43690,1
69655,1
420856,0
375460,1
214408,0
143643,0
324149,0
202466,0
25141,1
8976,1
362940,1
222817,1
350144,1
22917,0
212172,0
35747,0
329389,0
314512,1
104053,0
1201,1
2902,0
153804,0
16811,0
223868,1
290477,1
225488,0
319979,1
7138,1
116459,0
72730,1
84775,0
23997,1
124273,1
349952,1
207435,1
323813,0
119671,0
349303,0
326853,0
131684,0
146370,1
46055,1
250630,0
135283,1
197147,1
196480,0
235331,1
81562,1
151994,1
247839,1
273647,1
185018,0
223014,0
394520,0
376074,0
363776,0
193276,0
295218,1
90931,1
66530,1
385520,0
337788,1
20880,1
114350,1
235285,1
317050,1
322791,0
239169,1
205355,1
358178,1
2041,1
62137,0
44550,0
380624,0
136896,1
373798,1
97376,0
140060,0
379320,0
237244,1
360922,1
11123,1
222869,0
122580,1
173883,1
256268,0
410781,1
93065,1
98951,0
123762,1
115604,1
304910,1
85171,1
184347,1
416614,1
78077,1
305347,1
372467,1
39055,1
172395,0
316917,1
386921,0
406134,0
173145,0
93481,0
214438,0
282018,1
106478,1
122245,0
165591,0
327328,0
327869,1
268049,1
72321,1
324021,0
79324,1
30941,0
345805,0
387982,1
192755,0
77839,0
370998,0
237683,0
409915,0
298369,0
80203,1
321726,1
174132,0
381689,0
278292,0
217561,1
286732,0
402072,1
345513,0
369663,1
257478,0
278901,0
323168,0
392494,0
253436,0
151698,1
198882,0
252483,0
307449,1
83803,0
325416,1
328486,1
244824,0
287097,1
165194,0
409687,1
338076,1
90675,0
290540,1
106035,1
131459,1
229659,1
187165,1
67272,1
222685,0
217895,1
257721,0
223563,1
274032,1
144834,1
156970,0
164844,0
125149,1
319634,1
99281,1
125554,1
91636,0
162012,1
249188,1
253248,1
321936,1
36947,0
325747,0
78725,0
104795,0
252850,1
393228,1
349788,0
82806,1
3042,0
369715,1
160103,1
19487,1
342628,0
216793,0
8208,1
291161,0
333105,0
134161,0
56729,1
384667,0
317567,0
158397,0
174314,1
54238,0
279965,0
55570,1
395426,1
35032,0
117792,0
161922,0
120319,1
237508,1
328182,1
313917,1
283250,0
66543,1
9195,0
170329,0
183026,1
130979,0
213176,0
255844,1
397439,1
328148,1
196900,0
322379,0
350853,1
304695,0
56808,1
390524,0
236653,1
191461,0
222894,0
64514,1
151873,1
159827,1
420346,0
296979,1
37297,1
195764,1
393938,0
400722,0
348115,1
357909,0
76643,1
343699,1
246875,0
225032,1
182005,0
177027,1
184870,1
380614,0
229376,1
207172,0
381694,0
108095,0
40712,0
51547,1
92815,1
104437,0
129606,1
94328,0
133598,0
409402,1
300330,1
421662,1
3230,0
97410,0
345671,1
129651,1
346389,0
145439,1
367014,0
292434,0
217557,1
1419,1
152638,1
381823,0
139550,0
174851,1
374400,1
320480,1
126147,1
131833,1
107995,0
289478,1
220240,1
40397,0
118149,1
42437,0
401390,1
216817,0
312947,1
256302,0
364197,0
316765,1
295391,0
102611,0
164152,0
150799,1
136385,0
405295,1
90156,1
77038,1
77261,1
143268,1
347179,0
89087,1
293312,1
89410,1
313730,1
359496,0
359260,0
115378,1
324092,0
251036,0
245568,1
172889,1
19446,1
191544,1
94574,0
219579,1
264761,0
107974,0
219241,1
294883,1
100108,1
386606,0
2784,0
349740,0
59972,0
1778,1
305299,1
68055,0
242110,1
156983,0
210344,1
83411,0
97407,0
324103,0
18743,0
47133,1
77372,1
13621,1
138431,0
280213,0
284689,0
315445,0
149430,0
266644,1
273113,1
40932,0
83397,0
146149,0
141978,1
107374,1
326041,1
338042,1
89432,1
267695,0
94286,0
350231,1
234841,0
151827,1
66367,0
145699,0
37474,0
101192,0
38709,1
221055,0
418280,0
107918,0
204882,0
89661,0
60334,1
188245,1
356573,1
336907,0
22615,1
345693,1
412223,1
235321,1
30810,0
249525,1
402016,0
200446,1
102052,1
344349,1
173807,1
280026,0
115234,1
176164,0
117840,0
44630,0
295143,0
184915,0
290832,0
68519,0
291984,1
38150,1
10700,1
44634,0
231871,0
325441,1
159304,0
315198,1
99837,0
89100,1
907,0
284174,0
48792,0
85511,0
182657,1
415454,1
81304,1
363286,1
256098,1
396166,0
54029,1
301592,1
310543,0
129529,1
29714,1
275978,1
195501,1
250186,1
293052,0
148565,0
413148,0
356138,1
182148,1
387396,1
200298,1
253124,0
414577,1
264484,0
413618,0
58367,1
161564,1
404052,0
327235,0
409461,1
33174,1
215375,1
159760,0
273909,0
36200,0
113772,0
7599,1
378862,0
50375,0
197670,0
417109,1
265224,1
135565,1
58006,0
261559,0
96013,0
327416,0
368481,0
256778,0
317521,0
75022,1
158384,0
192641,1
289192,1
87556,1
2651,1
5155,1
45620,1
352814,0
312627,1
256094,1
292857,0
301244,1
333473,1
24687,0
386979,0
145232,1
220793,0
212340,0
236545,1
341217,1
372582,1
115891,0
334327,1
222248,0
189749,1
297390,1
368033,1
247630,1
359293,0
130930,0
135532,1
48315,1
222738,1
317074,1
92125,0
238988,1
209085,0
376218,1
133024,0
376818,0
100480,1
7960,0
186738,1
405229,1
380610,0
141851,1
187447,1
69151,0
407120,0
266758,1
347767,1
164777,1
198980,0
331547,0
297276,1
234685,1
244043,0
319518,0
168705,1
349343,0
335223,1
133095,1
99065,1
179369,0
186714,1
144752,0
180006,1
409425,1
333425,1
150562,0
246748,0
44211,1
186216,1
83937,0
26439,0
35323,1
232426,1
232252,1
143326,0
271828,1
249612,1
393078,1
261269,1
178427,0
73527,0
45760,1
278458,1
89356,1
19326,1
166790,1
112124,0
27720,1
202102,0
33724,1
43158,1
4492,0
211132,1
308446,0
209866,1
330608,1
312786,1
225860,1
388761,1
244075,0
57427,1
418585,0
293824,1
164207,0
60111,1
336213,1
22670,1
420342,0
25363,1
73863,1
234111,0
173480,0
179247,1
329150,1
216570,1
21779,1
62883,1
406477,0
182770,1
23828,1
420208,0
186787,1
212485,1
71834,1
208177,0
35963,0
34714,1
172472,0
75264,0
21155,0
140037,1
233230,0
157904,0
318890,0
135076,1
225618,1
82177,1
407234,1
115666,1
332479,1
258244,1
173520,0
189082,0
165928,0
46056,1
349981,1
376434,1
183981,1
247357,0
90720,1
101837,0
325894,1
22018,1
82069,1
249392,1
346272,1
331379,0
135881,0
209450,1
247746,0
32733,0
241775,0
265038,1
387797,0
192626,1
38782,0
95358,1
167010,0
367493,1
36881,0
13813,0
79924,0
53485,0
216149,1
146337,1
293928,0
53361,0
88782,1
107799,0
333316,1
315801,0
269285,0
140502,0
265130,1
352699,1
42860,0
223427,0
69179,0
126383,1
75201,0
63042,0
274678,1
172681,1
184100,1
366404,1
198743,0
174876,1
221463,0
20146,1
360661,0
60154,1
185880,0
51591,1
323561,1
91010,1
320657,0
376329,1
279860,1
352549,1
251749,1
235208,1
40011,1
300138,1
31051,0
386612,0
102324,0
350755,1
18096,1
369084,0
296700,0
27420,1
268685,1
390912,0
194535,1
323176,0
365379,0
58244,1
101433,1
229003,1
101306,0
30213,0
42713,0
336723,0
354344,1
278689,1
263490,0
394519,0
276967,1
327025,0
136128,1
379550,1
261078,0
172449,0
277970,0
106453,1
163408,0
209740,1
85421,0
157439,0
285972,1
223271,0
52416,1
129291,1
103969,1
311956,1
101210,0
421184,1
330644,1
234182,0
168735,1
162407,0
278719,0
302295,0
133094,1
71398,1
267453,0
314509,1
421748,1
115429,1
267420,0
416020,1
150440,1
399475,0
245479,1
148571,0
10659,1
337184,0
31950,0
158353,0
84164,1
13019,1
41821,1
62381,0
267184,0
142480,1
83772,1
104731,0
353689,1
142299,1
311256,1
202943,1
119827,0
386517,0
215434,1
161078,0
183712,1
169704,1
163347,0
25675,1
174320,1
26127,0
46016,1
40870,0
102050,1
77419,1
62551,1
116150,1
9375,1
19509,1
380520,1
409696,1
19637,0
214253,1
291133,0
402644,1
181480,0
237345,0
368060,1
330980,1
135332,1
398480,1
417372,1
335568,1
124701,0
156316,1
269860,1
301313,0
199321,1
373805,1
342464,1
375441,1
189113,0
89035,1
103576,1
406112,0
245695,1
201213,1
62319,1
389833,1
279576,0
301670,1
40380,1
284850,0
379143,1
74180,0
254129,0
38626,1
28928,1
31283,0
30761,0
417960,0
355787,1
115724,1
246002,1
174057,0
178327,0
158448,1
258915,0
291909,1
281955,1
399782,0
382864,1
399107,0
871,1
148521,1
309379,1
328759,1
236244,1
300415,1
354864,1
64254,0
146001,1
58145,1
133779,0
29415,0
199537,1
33794,0
147300,0
276491,1
77292,1
348341,0
207126,0
101432,1
21236,0
237924,0
155986,0
333973,1
260343,1
294494,1
175823,1
46750,0
320821,0
17901,1
357898,0
98780,1
377636,1
273528,0
52856,0
160094,0
30045,1
269603,0
32101,1
272206,1
85384,1
43378,0
37256,0
372692,1
14349,0
314299,0
87079,1
377079,0
371221,1
263007,0
98269,1
17267,0
305453,1
291033,1
72551,0
121636,0
45503,1
356809,1
269672,0
365194,0
203399,0
295226,1
162797,1
161277,0
48051,0
335175,1
147031,1
361565,1
62010,1
323970,0
281508,1
200449,1
133889,1
340379,1
357978,1
400361,1
420211,0
416342,0
199154,0
198887,0
136999,1
339983,1
293380,1
5338,1
168032,0
8215,1
220116,1
314185,1
32469,1
2645,1
268786,1
220859,0
343165,1
374030,1
142501,1
315670,0
331683,0
274517,0
382402,0
70969,1
5532,1
243698,1
237575,1
307016,1
156507,1
356982,1
315792,0
286401,1
195685,0
60683,1
397721,1
158889,1
378487,1
19901,0
212834,0
346756,1
335064,1
114893,0
99502,0
62574,1
237394,0
414176,0
126438,0
89646,0
283010,1
49780,1
332250,0
246994,0
3761,1
180370,1
156358,1
324813,1
293576,1
189740,1
328534,1
420198,0
304309,1
343048,0
413397,0
400599,0
26991,1
91080,1
2142,1
219097,1
37195,0
340775,0
20329,0
381702,0
308673,0
61230,1
247238,1
44417,1
154171,0
117358,1
45160,0
248260,1
53076,0
333549,1
292831,1
255747,1
83444,0
383987,0
56628,1
297800,0
364787,0
66147,1
70919,0
114126,1
245163,0
359376,0
320577,1
115505,1
160119,1
350685,1
181807,0
36741,0
56578,1
378284,0
374058,1
351379,1
129953,1
364078,1
161291,0
20597,1
40242,1
239775,1
99134,1
114918,1
108501,0
225664,1
221541,1
120213,1
88577,1
420135,0
332339,0
300830,0
190766,1
277945,0
344466,0
76330,1
136844,1
225475,0
179751,0
196014,0
324786,1
394400,0
118193,1
38572,1
51731,0
84043,0
334951,1
134466,0
411296,1
227970,1
219255,1
87605,1
381525,1
335393,0
191136,0
29819,0
159033,1
246251,1
15343,0
11381,1
34929,1
215522,1
383145,1
132984,0
298339,0
328662,0
350254,1
171042,0
276468,1
143061,1
126397,1
234332,1
213895,1
35684,1
185501,0
270884,0
371959,1
137037,1
6571,1
414050,0
373503,0
220419,1
173627,0
288637,0
223741,1
227449,1
81054,0
132974,0
25769,1
251627,1
210753,1
31611,1
137919,1
88589,1
310198,1
149978,1
5748,1
59024,0
301891,1
390725,0
200309,1
47790,0
263998,1
231203,0
143370,0
54088,1
95122,0
115190,0
161999,1
277513,0
186695,1
236897,1
117868,0
241138,1
88220,1
239122,1
314859,0
256853,1
282921,1
179425,0
160420,1
167749,1
183459,1
28569,1
14288,0
95181,0
138729,0
345198,1
36714,1
326226,0
61678,0
83556,0
175183,1
368220,0
289806,0
211461,1
142236,1
389720,1
173583,0
85090,1
306319,1
394771,1
275462,0
374613,0
384800,0
278320,0
201139,1
234372,1
59692,1
280728,0
156912,0
394702,1
20238,1
376141,0
43678,1
305956,1
127055,1
341985,1
229540,1
258837,0
40123,1
29442,0
407862,0
378604,1
318625,0
251663,1
175466,0
416456,1
34265,1
234922,1
165166,0
130431,0
211079,1
310024,0
201510,1
32083,1
326028,1
402190,1
157321,1
48613,1
54591,0
23431,0
149709,1
8779,1
280992,1
153870,0
318773,0
128796,1
51880,0
232217,1
59502,0
37237,0
392783,0
326346,1
127451,0
76028,0
329911,0
111160,1
275546,0
75994,0
101700,0
375595,1
331120,0
402674,1
400954,1
384326,0
390786,0
326855,0
53405,0
63367,1
312228,0
286475,1
66638,0
242582,1
177973,0
272117,1
372099,0
275740,1
230462,1
226799,0
116447,0
91,1
419250,0
89379,1
393086,1
50815,0
184306,1
401397,1
276746,1
235041,0
133309,1
348669,1
95899,0
396726,0
241473,0
374473,1
260852,1
32731,0
373616,1
282599,0
204227,0
255910,1
289098,1
81071,0
310687,0
318796,0
100953,1
228671,0
7076,1
359503,0
229313,0
152903,1
372033,1
356414,1
261344,0
369683,1
62028,1
356267,1
305853,1
276395,0
406649,1
379558,1
198591,0
183484,0
182843,1
140069,0
270055,0
164790,1
301827,0
161429,1
244706,1
400534,0
282474,1
402670,1
90066,0
336905,0
203551,1
57141,1
247027,0
283226,0
8538,1
41476,1
32723,0
108211,1
367641,0
403218,1
227650,1
334427,1
9226,0
345101,1
278080,0
24705,0
22841,0
270056,0
153098,0
302521,0
324764,1
254177,0
407254,1
411158,0
272326,1
72790,1
129682,0
376268,1
368201,1
87111,1
161057,0
10125,1
262749,1
235341,0
112379,0
275412,0
256371,0
240165,0
311092,0
129032,0
221724,0
14457,0
52943,1
420048,1
68955,1
242040,0
161105,0
224996,1
419451,0
188960,1
281088,1
65528,1
35540,1
306280,1
151448,1
310668,0
149273,0
105122,1
199758,0
360320,0
334867,1
60418,1
302137,0
405691,0
416480,1
340419,1
339083,1
404845,1
312852,1
234876,0
18692,0
351300,1
148016,1
266208,1
304129,0
27410,1
218777,0
213837,1
279392,0
198601,0
13028,1
279675,1
86074,1
253962,0
5533,1
400787,1
41474,1
108334,0
381404,1
162731,1
382186,1
48423,0
165866,0
6542,1
231427,1
185456,1
337683,1
328489,1
20943,1
16044,1
50089,0
251358,1
380585,1
193981,1
278900,0
348120,1
411364,1
65078,0
144294,1
299240,1
22715,0
84021,0
287988,1
343415,1
170344,0
315610,0
375003,1
217966,0
295298,1
417048,1
8321,1
771,1
82169,1
327820,1
410652,0
374972,1
283251,0
269669,0
291431,1
105289,0
195277,1
10680,1
266581,1
41209,0
363748,1
297103,1
34727,1
184819,1
179785,0
157319,1
342649,0
51652,1
414196,0
121838,0
362778,0
